"id","commune","Hamon","Macron","Asselineau","Fillon","Cheminade","Lassalle","Mélenchon","Le.Pen","Arthaud","Dupont.Aignan","Poutou","Inscrits","Abstentions","Votants","Blancs","Nuls","Exprimés"
"77250","Leudon-en-Brie",3,12,2,27,1,0,6,53,0,2,1,129,20,109,2,0,107
"77251","Lieusaint",371,1322,68,474,10,51,1452,993,13,415,47,6686,1310,5376,112,48,5216
"77252","Limoges-Fourches",1,54,0,48,0,1,26,103,2,25,1,341,71,270,8,1,261
"77253","Lissy",11,13,1,21,1,0,26,41,0,17,1,157,20,137,5,0,132
"77254","Liverdy-en-Brie",31,199,8,138,1,11,120,215,3,74,7,976,154,822,13,2,807
"77255","Livry-sur-Seine",80,330,15,256,4,10,189,269,3,111,12,1600,287,1313,24,10,1279
"77256","Lizines",4,15,0,23,0,3,9,26,0,7,0,107,18,89,2,0,87
"77257","Lizy-sur-Ourcq",66,212,11,171,2,12,328,580,15,75,19,2097,571,1526,32,3,1491
"77258","Lognes",538,1967,129,919,9,39,1749,685,31,222,62,8758,2227,6531,132,49,6350
"77259","Longperrier",56,223,18,128,2,3,256,378,7,61,8,1477,300,1177,30,7,1140
"77260","Longueville",48,181,6,99,2,5,168,269,10,34,13,1099,238,861,20,6,835
"77261","Lorrez-le-Bocage-Préaux",42,103,12,133,0,8,139,221,7,41,9,904,179,725,9,1,715
"77262","Louan-Villegruis-Fontaine",0,0,0,0,0,0,0,0,0,0,0,377,68,309,0,309,0
"77263","Luisetaines",5,16,2,35,1,3,19,55,0,7,2,182,30,152,7,0,145
"77264","Lumigny-Nesles-Ormeaux",49,187,14,186,2,3,154,305,3,76,7,1136,135,1001,12,3,986
"77265","Luzancy",27,99,9,62,0,7,135,208,5,40,5,741,133,608,8,3,597
"77246","Léchelle",9,55,3,77,0,3,46,102,2,19,3,399,67,332,11,2,319
"77249","Lésigny",179,1186,35,1366,7,30,662,751,11,330,26,5913,1256,4657,58,16,4583
"77266","Machault",27,84,5,94,0,0,67,95,1,35,6,509,91,418,3,1,414
"77268","Magny-le-Hongre",171,1191,71,942,11,20,567,650,20,238,24,4648,658,3990,69,16,3905
"77269","Maincy",51,266,5,169,3,8,217,269,8,71,8,1358,265,1093,11,7,1075
"77272","Maison-Rouge",11,68,6,90,2,4,78,171,1,37,6,583,93,490,8,8,474
"77270","Maisoncelles-en-Brie",18,94,5,105,1,1,64,144,1,40,8,598,108,490,6,3,481
"77271","Maisoncelles-en-Gâtinais",2,4,2,18,0,1,12,27,0,3,0,92,21,71,1,1,69
"77273","Marchémoret",16,66,6,41,0,2,40,98,2,16,2,341,44,297,5,3,289
"77274","Marcilly",11,57,2,24,0,0,32,101,3,31,2,321,54,267,3,1,263
"77276","Mareuil-lès-Meaux",59,306,13,269,4,8,229,332,8,87,5,1609,260,1349,26,3,1320
"77277","Marles-en-Brie",50,215,7,174,1,12,175,238,4,86,5,1171,194,977,7,3,967
"77278","Marolles-en-Brie",15,55,3,46,0,2,31,98,5,25,1,337,55,282,1,0,281
"77279","Marolles-sur-Seine",47,180,8,167,2,5,169,283,6,63,10,1137,170,967,23,4,940
"77280","Mary-sur-Marne",13,119,4,103,1,5,130,207,5,59,7,833,168,665,9,3,653
"77281","Mauperthuis",16,63,4,56,2,2,35,82,2,15,2,380,94,286,5,2,279
"77282","Mauregard",2,14,4,36,0,0,22,97,1,13,1,225,35,190,0,0,190
"77283","May-en-Multien",26,83,9,42,0,8,87,169,1,35,4,566,89,477,11,2,464
"77284","Meaux",1214,4514,249,3017,32,122,5058,4117,122,904,211,26734,6633,20101,356,185,19560
"77286","Meigneux",4,35,1,24,0,2,25,50,0,16,0,182,20,162,5,0,157
"77287","Meilleray",16,64,6,39,0,2,60,99,3,9,2,403,96,307,1,6,300
"77288","Melun",801,2928,176,2146,24,90,3300,2271,86,602,144,19301,6428,12873,225,80,12568
"77289","Melz-sur-Seine",7,40,4,58,1,2,35,87,2,14,4,322,64,258,3,1,254
"77292","Messy",26,125,5,108,0,5,100,151,3,45,9,700,103,597,19,1,577
"77293","Misy-sur-Yonne",29,83,9,81,0,3,86,207,3,44,5,715,149,566,14,2,550
"77294","Mitry-Mory",413,1727,136,932,8,51,2689,2219,52,469,80,11478,2473,9005,167,62,8776
"77295","Moisenay",45,173,11,174,3,6,136,203,3,94,4,1035,160,875,21,2,852
"77296","Moissy-Cramayel",542,1876,121,736,8,34,2305,1358,30,534,85,10008,2095,7913,284,0,7629
"77297","Mondreville",5,43,6,55,1,4,23,80,1,12,0,291,56,235,2,3,230
"77298","Mons-en-Montois",17,42,1,53,1,5,70,90,1,24,0,370,62,308,4,0,304
"77300","Montceaux-lès-Meaux",26,93,3,88,0,5,58,85,5,34,1,491,86,405,4,3,398
"77301","Montceaux-lès-Provins",9,24,6,37,0,2,39,78,0,11,0,242,33,209,3,0,206
"77302","Montcourt-Fromonville",61,352,18,206,3,12,236,307,7,91,15,1600,267,1333,18,7,1308
"77303","Montdauphin",1,15,2,38,0,2,25,65,1,4,2,185,26,159,3,1,155
"77304","Montenils",0,3,0,10,0,0,0,10,0,1,0,33,9,24,0,0,24
"77305","Montereau-Fault-Yonne",419,1142,121,746,14,45,1957,1387,37,215,82,9059,2662,6397,232,0,6165
"77306","Montereau-sur-le-Jard",15,58,4,47,0,1,55,131,2,22,3,428,79,349,8,3,338
"77308","Montgé-en-Goële",21,86,8,86,0,3,73,119,0,25,5,503,68,435,7,2,426
"77309","Monthyon",33,150,16,132,0,8,152,377,5,69,7,1116,146,970,16,5,949
"77311","Montigny-Lencoup",34,142,8,143,0,14,131,227,4,52,12,945,147,798,23,8,767
"77310","Montigny-le-Guesdier",5,25,2,42,0,3,25,69,0,15,1,236,44,192,5,0,187
"77312","Montigny-sur-Loing",94,483,20,498,5,16,317,317,5,94,10,2329,444,1885,17,9,1859
"77313","Montmachoux",14,30,1,34,0,3,27,44,1,6,4,193,23,170,3,3,164
"77314","Montolivet",14,27,0,24,1,1,29,51,2,10,1,201,38,163,1,2,160
"77315","Montry",100,420,18,366,6,23,320,516,13,139,20,2407,401,2006,48,17,1941
"77307","Montévrain",264,1361,60,894,6,30,850,878,8,271,32,5736,953,4783,101,28,4654
"77316","Moret-Loing-et-Orvanne",560,1907,82,1491,10,50,1615,1402,44,407,54,9552,1764,7788,123,43,7622
"77317","Mormant",103,396,43,297,1,16,474,757,15,158,27,3056,719,2337,37,13,2287
"77318","Mortcerf",32,174,9,137,1,6,121,231,7,77,1,982,168,814,16,2,796
"77319","Mortery",2,7,3,23,0,0,17,34,0,6,0,117,23,94,2,0,92
"77320","Mouroux",157,526,34,491,7,19,564,961,24,196,34,3847,745,3102,61,28,3013
"77321","Mousseaux-lès-Bray",12,57,7,74,1,0,69,160,5,29,3,533,109,424,7,0,417
"77322","Moussy-le-Neuf",78,371,22,280,5,14,281,550,13,116,18,2139,337,1802,37,17,1748
"77323","Moussy-le-Vieux",27,118,18,65,4,0,146,210,8,49,5,780,119,661,9,2,650
"77325","Mouy-sur-Seine",9,28,2,46,0,2,24,81,1,17,0,297,77,220,10,0,210
"77290","Méry-sur-Marne",27,49,2,58,1,4,60,105,2,23,2,421,83,338,4,1,333
"77326","Nandy",204,746,53,302,3,31,851,650,18,218,42,4086,888,3198,57,23,3118
"77327","Nangis",170,631,25,482,9,33,883,1218,22,182,22,5226,1410,3816,90,49,3677
"77328","Nanteau-sur-Essonne",4,53,1,107,1,3,43,69,4,13,3,345,41,304,3,0,301
"77329","Nanteau-sur-Lunain",10,71,6,80,1,4,40,119,4,26,5,435,59,376,8,2,366
"77330","Nanteuil-lès-Meaux",178,695,28,528,9,29,618,752,12,235,32,4025,808,3217,68,33,3116
"77331","Nanteuil-sur-Marne",10,35,6,35,0,2,72,60,1,17,3,312,63,249,6,2,241
"77332","Nantouillet",6,25,1,22,0,0,21,65,0,5,0,181,32,149,4,0,145
"77333","Nemours",385,1059,50,777,7,38,1106,1191,33,303,38,7029,1910,5119,95,37,4987
"77336","Neufmoutiers-en-Brie",37,99,5,110,0,2,89,163,4,46,4,647,75,572,11,2,559
"77337","Noisiel",573,1775,91,773,9,39,2045,731,28,215,66,8608,2096,6512,113,54,6345
"77338","Noisy-Rudignon",15,58,20,38,0,4,52,96,1,38,8,414,76,338,0,8,330
"77339","Noisy-sur-Ecole",53,305,13,448,2,9,157,213,3,72,8,1561,255,1306,15,8,1283
"77340","Nonville",27,79,5,91,2,3,79,101,4,27,2,494,66,428,5,3,420
"77341","Noyen-sur-Seine",13,47,2,36,2,1,32,72,2,18,2,266,36,230,3,0,227
"77342","Obsonville",3,8,1,19,0,1,7,33,1,5,0,99,20,79,0,1,78
"77343","Ocquerre",5,27,4,39,0,4,41,62,1,13,1,254,50,204,5,2,197
"77344","Oissery",36,204,5,127,4,10,221,508,7,92,12,1489,227,1262,24,12,1226
"77345","Orly-sur-Morin",17,47,4,61,0,3,82,154,2,11,8,491,87,404,14,1,389
"77348","Ormesson",5,38,2,27,0,2,24,44,1,15,0,195,30,165,7,0,158
"77349","Othis",155,769,51,415,5,23,866,1105,20,236,37,4706,910,3796,88,26,3682
"77350","Ozoir-la-Ferrière",609,2903,82,2346,18,78,1840,1944,44,742,94,13966,2990,10976,211,65,10700
"77352","Ozouer-le-Voulgis",58,230,9,165,2,8,169,282,9,114,11,1379,291,1088,24,7,1057
"77353","Paley",13,58,0,92,0,1,35,97,2,12,1,371,51,320,8,1,311
"77354","Pamfou",24,125,11,83,0,2,111,151,2,49,2,683,111,572,12,0,560
"77355","Paroy",3,33,0,22,0,1,22,26,2,10,1,145,22,123,3,0,120
"77356","Passy-sur-Seine",0,5,0,19,0,0,6,11,1,2,0,53,8,45,0,1,44
"77358","Penchard",27,128,7,93,2,2,67,187,6,56,4,732,135,597,11,7,579
"77359","Perthes",47,280,5,357,6,14,159,280,2,82,9,1506,240,1266,19,6,1241
"77361","Pierre-Levée",16,36,1,67,0,4,33,94,2,8,4,334,60,274,8,1,265
"77368","Poigny",18,56,0,41,1,3,39,97,3,20,2,346,58,288,8,0,280
"77369","Poincy",12,99,5,118,2,2,43,142,3,36,1,541,66,475,10,2,463
"77370","Poligny",33,99,3,102,1,6,83,111,2,43,5,592,99,493,4,1,488
"77371","Pommeuse",75,270,27,231,1,13,254,483,13,123,11,2017,480,1537,31,5,1501
"77372","Pomponne",106,499,25,486,2,17,380,359,3,84,14,2455,437,2018,36,7,1975
"77373","Pontault-Combault",1084,4509,224,2656,38,120,3832,2966,91,949,173,22228,5182,17046,312,92,16642
"77374","Pontcarré",55,281,7,198,2,6,224,279,4,92,6,1438,256,1182,22,6,1154
"77377","Presles-en-Brie",59,237,10,262,1,12,223,335,7,86,6,1523,252,1271,27,6,1238
"77378","Pringy",78,387,17,323,3,19,274,405,10,102,18,2087,409,1678,28,14,1636
"77379","Provins",233,934,51,1081,14,39,861,1156,27,245,40,6952,2143,4809,88,40,4681
"77376","Précy-sur-Marne",26,82,12,63,0,6,61,160,4,34,1,536,77,459,10,0,449
"77380","Puisieux",7,34,1,37,3,0,27,70,0,8,5,234,36,198,4,2,192
"77357","Pécy",19,89,7,89,4,16,83,142,4,39,6,606,98,508,2,8,498
"77360","Pézarches",7,41,3,50,1,1,37,78,1,16,2,283,44,239,2,0,237
"77381","Quiers",10,52,7,76,0,3,66,162,1,39,6,491,63,428,4,2,422
"77382","Quincy-Voisins",151,675,29,549,1,25,700,785,12,209,30,4027,772,3255,72,17,3166
"77383","Rampillon",21,82,3,92,1,1,88,140,3,34,1,559,87,472,5,1,466
"77385","Rebais",31,171,16,189,1,7,173,420,5,44,7,1401,305,1096,25,7,1064
"77386","Recloses",17,126,6,128,0,7,77,58,4,25,3,572,111,461,2,8,451
"77387","Remauville",16,45,0,65,1,2,40,66,6,21,8,352,77,275,5,0,270
"77388","Reuil-en-Brie",15,89,5,62,1,1,88,157,3,25,8,560,89,471,10,7,454
"77390","Roissy-en-Brie",732,2755,139,1335,22,92,2726,1707,64,592,113,13291,2678,10613,243,93,10277
"77391","Rouilly",13,52,1,48,0,3,40,90,4,11,0,337,72,265,2,1,262
"77392","Rouvres",16,94,5,72,0,1,99,135,2,40,6,563,82,481,7,4,470
"77393","Rozay-en-Brie",72,264,15,264,2,3,271,448,12,142,17,1930,390,1540,20,10,1510
"77394","Rubelles",49,265,13,355,1,9,158,215,7,69,7,1424,231,1193,30,15,1148
"77395","Rumont",3,17,0,29,0,0,11,20,0,8,0,102,13,89,1,0,88
"77396","Rupéreux",5,12,0,13,0,1,2,26,0,6,1,76,8,68,1,1,66
"77384","Réau",16,106,4,57,0,2,107,158,4,68,5,683,142,541,1,13,527
"77398","Sablonnières",20,56,5,64,0,4,51,176,4,17,8,517,106,411,3,3,405
"77399","Saint-Ange-le-Viel",7,36,4,19,0,1,20,50,2,18,0,183,22,161,4,0,157
"77400","Saint-Augustin",53,228,6,193,2,4,190,331,3,76,6,1395,278,1117,19,6,1092
"77402","Saint-Barthélemy",9,32,2,49,0,1,24,92,0,3,2,262,43,219,2,3,214
"77403","Saint-Brice",23,77,6,127,1,4,57,105,2,37,4,545,96,449,6,0,443
"77405","Saint-Cyr-sur-Morin",55,170,12,204,5,18,252,346,7,69,10,1462,277,1185,30,7,1148
"77406","Saint-Denis-lès-Rebais",19,111,12,116,0,5,114,188,2,30,8,743,122,621,11,5,605
"77407","Saint-Fargeau-Ponthierry",347,1638,75,1510,12,53,1251,1596,43,436,55,9177,1975,7202,151,35,7016
"77408","Saint-Fiacre",9,62,2,45,1,4,32,52,1,27,2,292,51,241,2,2,237
"77409","Saint-Germain-Laval",81,270,22,188,2,11,359,535,10,73,21,2019,417,1602,24,6,1572
"77410","Saint-Germain-Laxis",26,74,7,89,0,5,61,105,2,39,1,490,75,415,4,2,409
"77411","Saint-Germain-sous-Doue",7,61,5,67,1,6,51,105,4,16,4,399,66,333,4,2,327
"77412","Saint-Germain-sur-Ecole",4,62,2,63,0,1,39,77,4,10,3,302,33,269,3,1,265
"77413","Saint-Germain-sur-Morin",84,481,26,362,2,20,383,535,9,119,17,2578,485,2093,40,15,2038
"77414","Saint-Hilliers",10,30,3,61,1,7,39,109,1,27,6,383,80,303,9,0,294
"77415","Saint-Jean-les-Deux-Jumeaux",38,141,9,144,2,4,125,208,4,47,4,900,164,736,8,2,726
"77416","Saint-Just-en-Brie",8,19,0,20,0,3,33,67,1,9,0,185,19,166,4,2,160
"77418","Saint-Loup-de-Naud",21,103,8,72,0,2,109,147,2,39,1,637,125,512,6,2,504
"77417","Saint-Léger",3,24,2,27,1,2,29,35,1,3,2,154,25,129,0,0,129
"77419","Saint-Mammès",128,354,14,241,2,10,441,527,10,120,19,2397,486,1911,32,13,1866
"77420","Saint-Mard",97,406,27,343,4,18,388,669,11,130,15,2910,761,2149,30,11,2108
"77421","Saint-Mars-Vieux-Maisons",2,20,2,35,0,0,19,93,1,10,2,229,35,194,1,9,184
"77423","Saint-Martin-des-Champs",18,56,3,95,2,5,67,148,8,31,4,543,97,446,7,2,437
"77424","Saint-Martin-du-Boschet",6,29,0,30,1,2,28,64,1,7,4,200,27,173,0,1,172
"77425","Saint-Martin-en-Bière",17,117,2,194,0,2,47,94,2,31,1,598,84,514,6,1,507
"77427","Saint-Mesmes",17,60,3,63,0,4,70,122,1,13,4,404,45,359,2,0,357
"77426","Saint-Méry",15,52,2,56,1,1,37,48,1,16,2,282,41,241,10,0,231
"77428","Saint-Ouen-en-Brie",25,89,3,88,0,8,116,178,1,61,5,695,105,590,11,5,574
"77429","Saint-Ouen-sur-Morin",9,55,6,70,0,2,58,108,1,32,6,431,78,353,4,2,347
"77430","Saint-Pathus",184,648,25,398,2,27,684,1076,25,249,24,4335,887,3448,67,39,3342
"77431","Saint-Pierre-lès-Nemours",173,683,35,545,13,26,644,740,23,231,37,4070,844,3226,58,18,3150
"77432","Saint-Rémy-la-Vanne",25,94,1,143,0,4,93,200,2,25,5,759,150,609,15,2,592
"77434","Saint-Sauveur-lès-Bray",6,29,3,63,0,5,27,89,1,7,0,275,39,236,4,2,230
"77435","Saint-Sauveur-sur-Ecole",21,189,7,223,0,5,96,130,0,73,8,871,109,762,8,2,752
"77436","Saint-Siméon",13,89,5,76,0,9,92,187,6,25,3,637,123,514,8,1,505
"77437","Saint-Soupplets",65,324,31,246,4,15,323,593,13,131,21,2208,393,1815,33,16,1766
"77438","Saint-Thibault-des-Vignes",220,949,35,704,7,24,764,535,20,202,29,4602,1039,3563,54,20,3489
"77401","Sainte-Aulde",13,67,7,75,1,9,73,140,2,38,4,515,77,438,4,5,429
"77404","Sainte-Colombe",47,196,7,149,4,7,169,346,8,54,14,1252,217,1035,26,8,1001
"77433","Saints",45,144,5,188,3,3,123,232,9,52,15,1034,200,834,12,3,819
"77439","Salins",44,86,6,109,3,3,119,205,3,43,3,780,140,640,14,2,624
"77440","Sammeron",29,93,4,102,0,5,100,185,2,52,7,735,135,600,16,5,579
"77441","Samois-sur-Seine",75,466,26,367,3,11,209,148,6,50,14,1643,251,1392,13,4,1375
"77442","Samoreau",82,379,7,352,5,15,286,249,5,86,8,1800,296,1504,21,9,1474
"77443","Sancy",8,40,1,37,0,2,31,86,0,18,0,273,40,233,9,1,223
"77444","Sancy-lès-Provins",10,35,0,43,0,2,31,72,2,10,7,254,33,221,6,3,212
"77445","Savigny-le-Temple",922,3213,187,1181,23,68,3710,2126,72,716,150,16894,4033,12861,493,0,12368
"77446","Savins",29,65,4,47,1,3,74,120,2,26,4,436,57,379,4,0,375
"77397","Saâcy-sur-Marne",45,173,11,180,3,15,204,282,4,79,16,1263,220,1043,22,9,1012
"77447","Seine-Port",86,325,17,382,2,10,156,172,1,83,9,1490,218,1272,27,2,1243
"77448","Sept-Sorts",8,54,1,36,0,3,58,93,0,16,1,315,42,273,2,1,270
"77449","Serris",199,1071,59,604,13,33,777,623,11,197,28,4579,860,3719,88,16,3615
"77450","Servon",86,500,15,469,3,10,307,401,5,157,21,2513,497,2016,33,9,1974
"77451","Signy-Signets",20,65,3,48,0,1,51,129,3,36,4,442,75,367,6,1,360
"77452","Sigy",2,12,1,25,0,0,5,5,0,0,0,61,6,55,5,0,50
"77453","Sivry-Courtry",41,130,9,140,0,6,96,207,7,62,4,820,99,721,14,5,702
"77454","Sognolles-en-Montois",18,32,1,44,1,1,50,89,3,26,1,308,35,273,1,6,266
"77455","Soignolles-en-Brie",62,252,7,191,3,12,197,369,10,83,13,1493,255,1238,28,11,1199
"77456","Soisy-Bouy",7,90,1,87,0,5,78,152,3,27,6,554,83,471,12,3,456
"77457","Solers",25,148,8,136,3,8,156,233,4,38,7,948,163,785,13,6,766
"77458","Souppes-sur-Loing",123,524,26,349,4,13,497,707,29,126,42,3467,952,2515,60,15,2440
"77459","Sourdun",44,134,7,142,1,9,102,243,3,47,6,905,149,756,13,5,738
"77460","Tancrou",9,33,3,37,0,1,32,75,0,7,6,237,31,206,1,2,203
"77462","Thieux",13,44,2,38,0,5,66,133,2,19,2,425,91,334,8,2,324
"77463","Thomery",187,621,18,495,4,16,389,297,9,119,19,2719,495,2224,23,27,2174
"77464","Thorigny-sur-Marne",384,1245,43,921,12,43,1033,876,30,263,53,6776,1767,5009,78,28,4903
"77465","Thoury-Férottes",22,58,2,75,0,5,77,143,3,35,5,520,76,444,15,4,425
"77461","Thénisy",3,32,2,44,0,0,33,58,2,17,2,235,36,199,2,4,193
"77466","Tigeaux",12,48,2,50,0,2,35,68,4,9,4,271,28,243,7,2,234
"77468","Torcy",779,2560,169,1118,25,77,2701,1173,52,318,85,12304,3000,9304,187,60,9057
"77469","Touquin",34,110,7,129,0,5,114,197,5,56,2,843,168,675,14,2,659
"77470","Tournan-en-Brie",288,1059,64,710,2,36,928,1005,25,284,45,5704,1149,4555,87,22,4446
"77471","Tousson",14,43,1,62,0,4,50,58,1,10,1,320,66,254,1,9,244
"77473","Treuzy-Levelay",11,48,4,58,3,5,38,106,1,18,1,354,56,298,3,2,293
"77474","Trilbardou",14,72,7,54,0,3,45,103,2,34,2,419,77,342,6,0,336
"77475","Trilport",159,640,28,411,0,21,578,690,24,186,20,3399,566,2833,59,17,2757
"77476","Trocy-en-Multien",6,24,0,26,2,3,23,41,0,12,3,184,39,145,3,2,140
"77477","Ury",24,129,11,164,1,7,72,120,2,33,4,642,73,569,0,2,567
"77478","Ussy-sur-Marne",29,101,9,97,2,5,107,160,3,46,6,754,179,575,8,2,565
"77479","Vaires-sur-Marne",450,1828,86,1298,12,60,1421,1105,31,365,56,8657,1808,6849,109,28,6712
"77480","Valence-en-Brie",20,71,2,80,1,3,85,115,2,34,3,496,74,422,6,0,416
"77481","Vanvillé",0,19,1,17,0,0,16,42,0,18,3,149,30,119,2,1,116
"77482","Varennes-sur-Seine",75,280,26,231,2,16,569,443,9,89,14,2314,507,1807,41,12,1754
"77483","Varreddes",48,185,15,244,0,3,126,278,8,78,5,1183,172,1011,18,3,990
"77484","Vaucourtois",6,32,0,30,0,2,20,52,0,11,3,189,28,161,3,2,156
"77486","Vaudoy-en-Brie",16,94,5,94,2,3,78,160,2,30,5,580,79,501,9,3,489
"77487","Vaux-le-Pénil",400,1865,83,1163,9,42,1310,1229,36,461,57,8363,1526,6837,120,62,6655
"77489","Vaux-sur-Lunain",6,11,0,29,0,0,17,31,0,7,0,140,37,103,2,0,101
"77490","Vendrest",14,54,3,48,1,5,85,162,1,28,7,510,90,420,8,4,408
"77492","Verdelot",15,68,1,93,1,6,83,88,1,14,3,494,99,395,20,2,373
"77493","Verneuil-l'Etang",99,335,21,182,4,19,327,513,10,112,17,2195,506,1689,36,14,1639
"77494","Vernou-la-Celle-sur-Seine",98,304,12,251,0,10,365,406,7,106,12,2064,462,1602,28,3,1571
"77495","Vert-Saint-Denis",310,1069,58,572,9,29,974,868,28,344,41,5505,1075,4430,110,18,4302
"77496","Vieux-Champagne",13,23,0,17,0,0,24,33,0,8,4,149,25,124,2,0,122
"77498","Vignely",5,23,0,38,0,2,28,66,0,16,0,196,14,182,3,1,178
"77516","Ville-Saint-Jacques",23,102,5,90,0,7,92,112,1,28,10,563,76,487,11,6,470
"77500","Villebéon",23,46,5,62,0,10,58,69,2,30,3,366,50,316,7,1,308
"77501","Villecerf",34,90,4,106,0,2,81,148,3,24,5,644,135,509,9,3,497
"77505","Villemareuil",8,26,5,51,0,1,43,71,2,31,2,272,25,247,6,1,240
"77504","Villemaréchal",36,98,6,94,2,4,84,179,3,34,8,632,70,562,11,3,548
"77506","Villemer",10,63,1,70,0,2,87,129,9,26,6,516,97,419,14,2,403
"77507","Villenauxe-la-Petite",9,31,2,57,0,3,41,110,2,19,2,343,60,283,4,3,276
"77510","Villeneuve-Saint-Denis",18,91,7,98,0,2,90,114,3,15,1,532,78,454,10,5,439
"77508","Villeneuve-le-Comte",44,278,11,185,2,11,154,251,4,70,9,1298,240,1058,30,9,1019
"77509","Villeneuve-les-Bordes",16,52,1,42,1,2,43,137,2,40,1,403,58,345,2,6,337
"77511","Villeneuve-sous-Dammartin",3,60,5,32,0,1,50,99,1,12,1,331,62,269,3,2,264
"77512","Villeneuve-sur-Bellot",40,92,3,153,3,6,114,208,7,30,14,860,170,690,11,9,670
"77513","Villenoy",128,535,23,274,3,13,507,581,8,156,15,2933,613,2320,77,0,2243
"77514","Villeparisis",655,2338,166,1233,21,68,2800,2415,56,488,99,14386,3771,10615,194,82,10339
"77515","Villeroy",8,68,3,63,3,3,59,161,3,23,1,477,75,402,7,0,395
"77517","Villevaudé",34,194,5,225,3,2,173,325,7,63,6,1361,304,1057,14,6,1037
"77519","Villiers-Saint-Georges",26,95,4,129,1,7,107,207,5,31,2,761,127,634,15,5,614
"77518","Villiers-en-Bière",11,17,0,46,0,3,21,37,1,11,2,167,15,152,2,1,149
"77520","Villiers-sous-Grez",41,134,8,99,1,5,91,96,4,24,6,610,94,516,5,2,509
"77521","Villiers-sur-Morin",47,207,19,218,0,11,201,256,5,77,10,1293,209,1084,25,8,1051
"77522","Villiers-sur-Seine",5,12,3,43,0,2,17,76,0,12,0,225,47,178,7,1,170
"77523","Villuis",8,38,0,28,0,1,34,61,0,10,2,227,43,184,0,2,182
"77524","Vimpelles",12,37,1,65,1,7,42,137,3,25,0,408,72,336,6,0,330
"77525","Vinantes",6,25,0,33,1,1,32,87,0,3,5,250,49,201,6,2,193
"77526","Vincy-Manoeuvre",2,16,0,21,0,1,21,83,0,8,1,198,41,157,4,0,153
"77527","Voinsles",18,71,1,96,1,2,53,81,3,24,1,416,61,355,0,4,351
"77528","Voisenon",21,160,11,152,0,10,95,186,1,73,5,854,119,735,16,5,714
"77529","Voulangis",43,174,18,267,3,11,130,249,3,83,7,1165,160,1005,15,2,988
"77530","Voulton",2,35,3,72,0,0,23,68,2,20,0,261,28,233,5,3,225
"77531","Voulx",41,158,8,173,0,6,179,306,14,72,14,1269,271,998,23,4,971
"77532","Vulaines-lès-Provins",0,5,1,21,0,0,7,16,0,1,0,59,7,52,1,0,51
"77533","Vulaines-sur-Seine",73,487,13,424,4,8,243,280,5,109,3,2011,338,1673,20,4,1649
"77534","Yèbles",16,65,1,71,1,3,79,135,3,51,4,509,65,444,14,1,429
"78003","Ablis",131,523,22,274,6,9,328,433,12,151,22,2310,352,1958,36,11,1911
"78005","Achères",749,2634,156,1355,19,66,2641,1616,58,475,108,13156,3035,10121,166,78,9877
"78006","Adainville",25,124,3,188,0,3,46,113,5,25,4,620,70,550,11,3,536
"78007","Aigremont",22,271,1,288,0,1,38,63,1,16,2,839,121,718,13,2,703
"78009","Allainville",5,25,1,39,0,1,30,55,6,7,5,219,38,181,3,4,174
"78013","Andelu",7,71,8,84,0,4,49,46,0,14,1,322,33,289,5,0,284
"78015","Andrésy",495,2241,79,1648,9,53,1269,976,31,392,57,9204,1793,7411,116,45,7250
"78020","Arnouville-lès-Mantes",28,128,6,192,0,3,65,142,2,42,0,706,87,619,7,4,608
"78029","Aubergenville",295,1223,82,836,10,47,1151,1201,46,306,60,7034,1630,5404,95,52,5257
"78030","Auffargis",91,422,16,398,3,13,185,162,4,63,7,1642,257,1385,14,7,1364
"78031","Auffreville-Brasseuil",16,67,6,110,0,2,46,94,1,21,4,440,68,372,4,1,367
"78033","Aulnay-sur-Mauldre",40,138,8,166,0,8,125,188,3,41,6,846,101,745,17,5,723
"78034","Auteuil",39,181,11,183,0,5,72,111,0,32,3,722,75,647,7,3,637
"78036","Autouillet",16,109,5,86,0,1,54,30,1,19,4,376,45,331,5,1,325
"78043","Bailly",105,761,12,1217,3,20,191,177,2,58,14,3296,696,2600,31,9,2560
"78048","Bazainville",61,275,7,272,1,8,135,169,3,54,5,1178,175,1003,11,2,990
"78049","Bazemont",54,303,17,351,1,7,106,149,3,49,7,1278,210,1068,17,4,1047
"78050","Bazoches-sur-Guyonne",29,112,4,182,0,2,53,40,0,10,0,489,51,438,5,1,432
"78057","Bennecourt",50,245,13,197,0,10,209,251,5,66,6,1302,224,1078,20,6,1052
"78062","Beynes",307,1294,66,971,13,35,883,796,25,333,46,5841,967,4874,83,22,4769
"78068","Blaru",27,129,0,163,0,5,96,173,5,30,5,731,89,642,6,3,633
"78070","Boinville-en-Mantois",13,28,3,47,1,1,21,68,1,20,1,238,30,208,3,1,204
"78071","Boinville-le-Gaillard",25,88,3,61,0,3,52,99,0,34,1,443,70,373,4,3,366
"78072","Boinvilliers",7,47,6,62,0,6,20,41,1,5,3,223,24,199,1,0,198
"78073","Bois-d'Arcy",614,2145,78,1609,11,44,1324,1101,25,436,47,9194,1591,7603,130,39,7434
"78076","Boissets",10,26,6,67,1,2,29,37,1,14,0,245,48,197,1,3,193
"78082","Boissy-Mauvoisin",12,96,1,52,2,3,45,104,3,36,4,426,58,368,5,5,358
