"id","commune","Hamon","Macron","Asselineau","Fillon","Cheminade","Lassalle","Mélenchon","Le.Pen","Arthaud","Dupont.Aignan","Poutou","Inscrits","Abstentions","Votants","Blancs","Nuls","Exprimés"
"91148","Chauffour-lès-Etréchy",3,15,1,20,0,3,20,13,0,8,1,109,21,88,3,1,84
"91156","Cheptainville",75,277,3,216,2,8,228,241,9,87,9,1362,182,1180,20,5,1155
"91159","Chevannes",75,241,15,157,1,4,183,236,4,87,10,1220,192,1028,10,5,1013
"91161","Chilly-Mazarin",550,2161,86,1613,23,67,1844,1543,41,538,78,10662,1945,8717,132,41,8544
"91613","Congerville-Thionville",12,29,0,29,1,3,24,27,1,12,1,169,26,143,2,2,139
"91174","Corbeil-Essonnes",1005,3490,272,1917,27,97,4768,2731,109,752,186,22943,7135,15808,317,137,15354
"91175","Corbreuse",69,248,9,181,0,9,186,191,8,63,9,1158,154,1004,24,7,973
"91180","Courances",16,67,3,70,1,1,24,46,0,15,1,279,31,248,4,0,244
"91182","Courcouronnes",385,1621,86,785,9,45,1530,647,28,272,64,7679,2063,5616,96,48,5472
"91184","Courdimanche-sur-Essonne",4,37,1,43,1,0,29,52,0,11,1,221,37,184,5,0,179
"91186","Courson-Monteloup",21,108,1,73,0,2,60,86,0,45,6,493,82,411,6,3,402
"91191","Crosne",313,1172,33,535,5,21,1001,687,17,958,36,5961,1085,4876,74,24,4778
"91198","D'Huison-Longueville",54,195,5,158,1,8,150,255,6,67,5,1106,183,923,15,4,904
"91195","Dannemois",29,113,5,137,0,6,81,115,1,47,6,663,112,551,8,3,540
"91200","Dourdan",389,1338,51,1009,8,47,1162,861,17,261,48,6491,1167,5324,97,36,5191
"91201","Draveil",931,3789,188,2795,32,114,3266,2434,100,1016,142,18714,3554,15160,262,91,14807
"91204","Echarcon",24,124,5,100,3,4,111,105,2,35,5,661,136,525,6,1,518
"91207","Egly",164,652,34,411,3,22,552,498,22,155,19,3310,702,2608,46,30,2532
"91215","Epinay-sous-Sénart",340,1002,79,459,11,22,1554,577,31,466,57,6306,1595,4711,64,49,4598
"91216","Epinay-sur-Orge",425,1706,53,1158,8,53,1059,848,30,399,54,7229,1305,5924,106,25,5793
"91222","Estouches",8,23,2,17,0,0,20,44,1,9,1,165,39,126,1,0,125
"91223","Etampes",611,2119,109,1499,20,78,2646,2023,69,454,142,13295,3209,10086,215,101,9770
"91225","Etiolles",101,554,13,675,10,14,270,276,4,122,9,2536,445,2091,36,7,2048
"91226","Etréchy",219,901,35,895,8,39,739,825,21,267,31,4864,803,4061,59,22,3980
"91228","Evry",1538,4779,302,1771,32,113,6155,2081,110,610,253,24981,6652,18329,396,189,17744
"91235","Fleury-Mérogis",143,530,29,220,3,17,806,656,19,116,31,3422,752,2670,62,38,2570
"91240","Fontaine-la-Rivière",7,32,1,33,1,2,14,35,1,4,2,159,25,134,2,0,132
"91244","Fontenay-le-Vicomte",32,180,6,143,0,12,152,225,5,49,8,975,147,828,13,3,812
"91243","Fontenay-lès-Briis",70,330,14,225,0,6,192,247,4,110,11,1431,204,1227,13,5,1209
"91249","Forges-les-Bains",131,673,16,533,6,22,369,356,6,158,18,2695,366,2329,35,6,2288
"91272","Gif-sur-Yvette",1039,5080,113,3547,31,102,2122,861,29,432,74,15681,2066,13615,143,42,13430
"91273","Gironville-sur-Essonne",30,100,7,67,0,6,92,137,2,42,2,565,70,495,8,2,485
"91274","Gometz-la-Ville",44,290,13,243,3,3,115,72,0,36,1,936,101,835,11,4,820
"91275","Gometz-le-Châtel",125,488,11,293,1,8,285,133,5,57,12,1743,286,1457,30,9,1418
"91286","Grigny",435,1464,119,581,16,38,2854,861,35,171,176,10681,3674,7007,164,93,6750
"91292","Guibeville",29,121,11,79,1,6,68,118,1,50,3,550,52,498,8,3,487
"91293","Guigneville-sur-Essonne",29,112,9,116,0,4,107,168,3,46,5,714,102,612,9,4,599
"91294","Guillerval",27,87,3,102,0,4,68,130,1,35,1,594,126,468,6,4,458
"91312","Igny",466,1925,75,1450,12,45,1028,729,20,321,41,7534,1305,6229,83,34,6112
"91315","Itteville",194,819,47,558,7,27,769,1079,21,317,34,4821,862,3959,59,28,3872
"91318","Janville-sur-Juine",88,328,14,220,2,7,271,237,4,79,11,1483,201,1282,14,7,1261
"91319","Janvry",27,104,1,116,3,5,47,75,1,28,4,485,66,419,5,3,411
"91326","Juvisy-sur-Orge",597,1961,99,1292,20,36,1815,871,35,377,66,9365,2031,7334,119,46,7169
"91232","La Ferté-Alais",99,412,18,290,8,17,427,522,16,177,26,2649,590,2059,38,9,2012
"91248","La Forêt-Sainte-Croix",4,17,2,32,0,3,20,17,1,10,0,117,9,108,2,0,106
"91247","La Forêt-le-Roi",17,62,5,55,1,5,56,75,4,19,4,379,65,314,7,4,303
"91457","La Norville",189,741,24,448,5,23,538,425,16,148,26,3290,643,2647,41,23,2583
"91665","La Ville-du-Bois",190,988,47,747,4,37,638,897,18,304,31,4899,924,3975,53,21,3901
"91330","Lardy",246,859,34,522,9,32,806,613,18,229,30,4239,741,3498,73,27,3398
"91179","Le Coudray-Montceaux",119,621,18,480,4,23,478,515,14,152,17,3168,659,2509,49,19,2441
"91494","Le Plessis-Pâté",167,616,22,453,5,15,441,424,16,183,11,2772,369,2403,33,17,2353
"91630","Le Val-Saint-Germain",61,285,8,239,3,10,191,116,1,66,11,1168,160,1008,10,7,991
"91284","Les Granges-le-Roi",30,185,16,163,1,8,125,139,7,65,4,887,129,758,11,4,743
"91411","Les Molières",116,447,12,268,1,12,202,117,5,72,11,1430,160,1270,3,4,1263
"91692","Les Ulis",908,2580,141,944,22,48,3253,1143,69,381,125,13092,3190,9902,202,86,9614
"91332","Leudeville",37,223,5,186,2,11,144,168,3,56,11,1017,149,868,20,2,846
"91333","Leuville-sur-Orge",148,627,29,360,10,14,480,507,16,189,24,3006,550,2456,36,16,2404
"91338","Limours en Hurepoix",262,1310,38,909,8,35,711,466,17,249,29,4954,839,4115,62,19,4034
"91339","Linas",185,710,69,674,7,35,636,857,18,203,33,4272,771,3501,48,26,3427
"91340","Lisses",279,1014,51,597,10,45,984,912,20,307,37,5314,943,4371,87,28,4256
"91345","Longjumeau",593,2695,115,1748,29,82,2387,1653,62,563,112,12826,2522,10304,192,73,10039
"91347","Longpont-sur-Orge",180,978,41,756,5,27,599,738,17,253,40,4569,860,3709,58,17,3634
"91359","Maisse",52,283,16,253,2,15,254,482,7,121,19,1883,342,1541,23,14,1504
"91363","Marcoussis",434,1268,48,1029,8,32,810,848,11,275,44,5925,1005,4920,91,22,4807
"91374","Marolles-en-Beauce",4,34,0,17,1,0,26,38,0,10,1,156,18,138,5,2,131
"91376","Marolles-en-Hurepoix",215,815,35,534,5,23,649,633,12,247,33,3979,696,3283,53,29,3201
"91377","Massy",2063,6743,327,3069,55,129,5927,2204,114,822,199,28859,6747,22112,315,145,21652
"91378","Mauchamps",9,27,3,45,0,0,31,53,0,15,1,223,32,191,2,5,184
"91386","Mennecy",395,2337,94,2067,14,62,1304,1453,29,523,57,10500,1980,8520,142,43,8335
"91399","Mespuits",4,15,0,23,0,1,16,51,0,7,2,149,25,124,3,2,119
"91405","Milly-la-Forêt",140,666,26,754,6,27,429,661,18,196,23,3527,517,3010,40,24,2946
"91408","Moigny-sur-Ecole",55,207,12,178,1,8,118,196,4,91,8,1053,160,893,9,6,878
"91412","Mondeville",29,88,5,80,2,5,71,123,3,32,4,567,114,453,7,4,442
"91414","Monnerville",7,30,2,45,0,0,39,54,1,21,2,256,53,203,0,2,201
"91421","Montgeron",746,3194,129,2146,24,65,2373,1603,37,1729,76,15293,2945,12348,177,49,12122
"91425","Montlhéry",173,850,49,904,10,28,567,735,13,270,38,4484,771,3713,56,20,3637
"91432","Morangis",331,1541,65,1392,16,49,1272,1400,25,421,44,8187,1481,6706,115,35,6556
"91433","Morigny-Champigny",139,634,21,601,10,27,447,710,9,187,18,3489,617,2872,49,20,2803
"91434","Morsang-sur-Orge",639,2332,132,1713,20,69,2745,1934,54,616,112,13795,3195,10600,158,76,10366
"91435","Morsang-sur-Seine",12,105,2,166,1,1,28,76,0,33,2,495,65,430,4,0,426
"91393","Mérobert",27,52,2,69,1,4,55,124,3,31,3,457,77,380,8,1,371
"91390","Méréville",92,358,24,346,3,15,326,498,16,168,24,2412,496,1916,32,14,1870
"91441","Nainville-les-Roches",17,77,8,45,0,0,48,72,0,30,1,366,59,307,7,2,298
"91458","Nozay",173,889,43,557,4,15,488,471,9,219,24,3355,405,2950,50,8,2892
"91461","Ollainville",132,620,32,492,7,21,484,523,14,183,22,3061,470,2591,39,22,2530
"91463","Oncy-sur-Ecole",25,131,4,157,3,3,114,182,1,51,7,797,102,695,11,6,678
"91468","Ormoy",40,245,23,197,0,6,161,214,2,88,3,1194,189,1005,22,4,979
"91469","Ormoy-la-Rivière",32,133,5,139,1,7,91,130,6,41,10,738,128,610,13,2,595
"91471","Orsay",857,3384,97,2054,31,89,1741,596,30,383,60,11152,1673,9479,119,38,9322
"91473","Orveau",4,21,0,29,0,0,34,36,0,14,1,166,26,140,1,0,139
"91477","Palaiseau",1755,5700,227,3049,37,117,3903,1712,70,726,140,21421,3651,17770,240,94,17436
"91479","Paray-Vieille-Poste",201,765,57,804,6,29,691,964,21,276,36,5021,1067,3954,81,23,3850
"91482","Pecqueuse",18,109,1,92,1,1,41,57,1,22,3,397,42,355,8,1,346
"91495","Plessis-Saint-Benoist",5,47,0,48,0,7,33,43,0,17,0,244,36,208,5,3,200
"91507","Prunay-sur-Essonne",2,43,2,60,0,5,32,45,0,22,1,247,29,218,4,2,212
"91508","Puiselet-le-Marais",3,53,5,53,0,5,30,31,0,11,1,207,11,196,4,0,192
"91511","Pussay",48,176,11,165,4,7,230,398,12,73,10,1442,276,1166,29,3,1134
"91514","Quincy-sous-Sénart",269,933,47,575,4,18,1004,696,23,525,39,5275,1039,4236,56,47,4133
"91519","Richarville",14,52,2,75,0,7,42,65,0,20,2,313,27,286,7,0,279
"91521","Ris-Orangis",870,2674,159,1667,18,68,3028,2018,56,570,127,14982,3446,11536,199,82,11255
"91525","Roinville-sous-Dourdan",50,177,15,191,1,4,153,159,1,60,6,975,140,835,12,6,817
"91526","Roinvilliers",2,9,0,24,0,1,10,10,0,5,0,76,12,64,3,0,61
"91533","Saclas",65,174,9,178,1,5,210,285,11,61,7,1204,170,1034,24,4,1006
"91534","Saclay",113,784,28,621,5,11,359,263,11,113,12,2703,337,2366,32,14,2320
"91538","Saint-Aubin",49,189,3,156,0,3,64,30,1,22,3,571,48,523,3,0,520
"91540","Saint-Chéron",187,711,29,613,6,24,554,610,12,195,24,3662,634,3028,46,17,2965
"91544","Saint-Cyr-la-Rivière",8,52,6,80,0,3,58,84,5,28,1,375,46,329,3,1,325
"91546","Saint-Cyr-sous-Dourdan",35,168,5,189,0,7,112,111,1,44,11,843,152,691,6,2,683
"91547","Saint-Escobille",15,55,1,56,0,3,65,73,2,18,3,349,44,305,7,7,291
"91552","Saint-Germain-lès-Arpajon",238,1060,58,716,15,33,1023,1073,16,326,48,5770,1053,4717,82,29,4606
"91553","Saint-Germain-lès-Corbeil",197,1164,40,1210,6,31,702,775,10,369,29,5405,782,4623,70,20,4533
"91556","Saint-Hilaire",21,55,3,68,1,3,38,61,1,18,7,304,27,277,1,0,276
"91560","Saint-Jean-de-Beauregard",15,63,1,52,1,2,41,27,0,13,2,247,25,222,5,0,217
"91568","Saint-Maurice-Montcouronne",51,313,17,254,1,14,144,216,4,74,6,1264,151,1113,14,5,1094
"91570","Saint-Michel-sur-Orge",711,2494,112,1527,19,79,2442,1584,57,575,105,12359,2403,9956,176,75,9705
"91573","Saint-Pierre-du-Perray",332,1399,59,750,6,27,1121,969,15,453,48,7020,1740,5280,80,21,5179
"91578","Saint-Sulpice-de-Favières",13,50,1,92,0,1,36,32,1,11,1,281,36,245,0,7,238
"91579","Saint-Vrain",90,479,28,369,2,5,286,364,5,125,11,2128,330,1798,27,7,1764
"91581","Saint-Yon",32,137,10,134,0,7,95,112,2,47,9,716,121,595,1,9,585
"91549","Sainte-Geneviève-des-Bois",1100,4355,229,2788,43,107,3936,2718,100,971,166,20917,4008,16909,269,127,16513
"91577","Saintry-sur-Seine",162,798,28,616,4,21,681,641,14,261,38,4061,732,3329,48,17,3264
"91587","Saulx-les-Chartreux",198,755,40,595,8,16,659,597,19,207,30,3747,545,3202,63,15,3124
"91589","Savigny-sur-Orge",1282,4831,193,3275,31,161,3696,2883,71,1097,150,23065,5032,18033,254,109,17670
"91593","Sermaise",60,243,8,250,2,8,195,248,2,74,4,1320,195,1125,18,13,1094
"91599","Soisy-sur-Ecole",41,171,15,184,1,3,134,143,2,71,4,950,165,785,13,3,769
"91600","Soisy-sur-Seine",281,1322,42,1284,11,30,612,516,7,252,16,5490,1031,4459,68,18,4373
"91602","Souzy-la-Briche",14,48,1,22,0,2,50,50,1,24,2,248,28,220,5,1,214
"91617","Tigery",88,510,15,294,7,6,370,402,3,174,11,2304,369,1935,38,17,1880
"91619","Torfou",14,28,2,51,0,0,43,14,1,11,1,199,30,169,3,1,165
"91629","Valpuiseaux",15,71,2,97,1,4,57,122,2,22,2,476,70,406,9,2,395
"91631","Varennes-Jarcy",70,329,28,374,4,8,181,292,1,198,7,1747,233,1514,18,4,1492
"91634","Vaugrigneuse",40,217,5,152,0,7,132,143,5,59,2,904,128,776,9,5,762
"91635","Vauhallan",77,427,15,426,4,10,202,112,1,54,8,1558,205,1353,14,3,1336
"91639","Vayres-sur-Essonne",32,123,0,96,1,3,91,174,7,34,2,683,115,568,4,1,563
"91645","Verrières-le-Buisson",648,3562,71,3375,18,71,1351,701,18,370,57,12417,2038,10379,106,31,10242
"91648","Vert-le-Grand",57,328,12,301,8,13,240,324,8,100,8,1732,296,1436,16,21,1399
"91649","Vert-le-Petit",100,355,33,231,3,17,350,371,12,137,12,1969,314,1655,26,8,1621
"91654","Videlles",19,72,4,100,1,2,67,136,4,35,5,522,67,455,6,4,445
"91657","Vigneux-sur-Seine",822,2769,216,1252,25,60,3645,2152,64,1586,152,17590,4506,13084,237,104,12743
"91659","Villabé",140,622,24,351,5,23,718,660,17,166,30,3403,569,2834,58,20,2756
"91661","Villebon-sur-Yvette",527,1943,78,1174,11,50,1087,712,22,321,44,7162,1068,6094,86,39,5969
"91662","Villeconin",35,90,5,112,0,1,103,116,1,36,2,586,71,515,12,2,501
"91666","Villejust",68,290,22,256,0,18,199,284,6,88,10,1487,222,1265,20,4,1241
"91667","Villemoisson-sur-Orge",332,1309,35,825,8,43,764,573,23,277,36,5060,731,4329,76,28,4225
"91671","Villeneuve-sur-Auvers",21,74,2,90,0,4,74,89,4,30,5,484,82,402,9,0,393
"91679","Villiers-le-Bâcle",110,203,8,152,3,10,154,112,0,42,5,889,73,816,15,2,799
"91685","Villiers-sur-Orge",135,740,32,450,5,10,479,422,8,216,24,3173,587,2586,51,14,2521
"91687","Viry-Chatillon",886,3361,206,2307,26,122,3147,2640,72,850,120,18848,4748,14100,242,121,13737
"91689","Wissous",249,1192,47,966,6,30,671,639,10,249,32,5266,1094,4172,64,17,4091
"91691","Yerres",940,3752,139,2436,18,58,2818,1817,34,4851,86,20790,3593,17197,188,60,16949
"92002","Antony",2684,11692,312,9139,67,233,6018,2606,119,1168,188,41488,6486,35002,776,0,34226
"92004","Asnières-sur-Seine",3065,13116,405,10343,65,215,7669,2670,138,892,264,48227,8578,39649,567,240,38842
"92007","Bagneux",1358,4207,225,1843,20,97,5832,1685,124,474,211,21873,5369,16504,296,132,16076
"92009","Bois-Colombes",1152,5064,156,4139,24,84,2257,955,30,399,76,17896,3242,14654,318,0,14336
"92012","Boulogne-Billancourt",3153,20143,501,25592,78,292,6785,3106,90,1191,226,77303,15227,62076,919,0,61157
"92014","Bourg-la-Reine",936,4168,102,3189,15,65,1891,608,27,292,62,13769,2202,11567,158,54,11355
"92022","Chaville",804,4016,116,3153,9,74,1814,823,33,356,70,13493,2042,11451,136,47,11268
"92019","Châtenay-Malabry",1168,4837,180,3275,37,105,3306,1366,33,511,100,18708,3336,15372,454,0,14918
"92020","Châtillon",1569,6212,184,4260,36,135,3536,1531,71,619,106,22292,3682,18610,245,106,18259
"92023","Clamart",2375,9192,296,7116,62,190,5339,2598,112,895,226,35291,6330,28961,415,145,28401
"92024","Clichy",2289,6939,407,3292,54,117,6653,1841,122,546,231,28553,5564,22989,323,175,22491
"92025","Colombes",3098,11238,491,7540,75,232,9346,3438,133,955,287,47454,9714,37740,907,0,36833
"92026","Courbevoie",2692,14624,415,13291,60,216,6129,3111,95,1116,216,52391,9609,42782,817,0,41965
"92032","Fontenay-aux-Roses",1130,4194,130,2417,29,90,2496,980,65,431,117,16036,3739,12297,152,66,12079
"92033","Garches",525,3314,70,4496,16,69,1016,758,18,273,43,12767,1975,10792,194,0,10598
"92036","Gennevilliers",1254,3112,456,1164,21,92,7597,1809,105,328,195,22149,5526,16623,343,147,16133
"92040","Issy-les-Moulineaux",3127,13709,357,9798,66,195,5996,2490,83,1008,193,46800,9050,37750,728,0,37022
"92035","La Garenne-Colombes",945,5160,158,5043,29,99,2056,1226,48,566,88,18828,3121,15707,236,53,15418
"92060","Le Plessis-Robinson",995,4691,180,4137,23,102,2785,1997,57,781,102,19141,2947,16194,235,109,15850
"92044","Levallois-Perret",1746,11062,261,14280,49,192,4103,2390,54,811,150,41716,6107,35609,372,139,35098
"92046","Malakoff",1650,4348,167,1716,34,111,4916,1425,68,393,152,18434,3186,15248,202,66,14980
"92047","Marnes-la-Coquette",38,291,3,554,1,9,71,50,0,19,3,1215,171,1044,2,3,1039
"92048","Meudon",1977,8239,281,7239,45,179,4225,2003,97,682,193,31280,5715,25565,310,95,25160
"92049","Montrouge",2574,8706,231,5216,34,156,4673,1674,80,637,177,28899,4312,24587,318,111,24158
"92050","Nanterre",3189,9990,644,4759,77,195,11877,3759,166,1007,366,47568,10655,36913,628,256,36029
"92051","Neuilly-sur-Seine",686,7784,101,21287,27,104,1162,1183,30,380,48,37184,4180,33004,161,51,32792
"92062","Puteaux",1551,7788,286,6677,43,159,3992,2358,75,731,211,28950,4530,24420,385,164,23871
"92063","Rueil-Malmaison",2686,15181,400,14464,95,301,6132,3406,140,1381,229,54426,9298,45128,524,189,44415
"92064","Saint-Cloud",702,5254,121,7602,22,100,1304,1025,19,348,59,19370,2628,16742,143,43,16556
"92071","Sceaux",884,4507,101,3805,25,77,1616,612,21,286,59,15052,2914,12138,107,38,11993
"92073","Suresnes",1427,8054,224,6984,43,156,3922,1940,66,695,124,28497,4342,24155,520,0,23635
"92072","Sèvres",957,4639,118,3883,21,83,1906,755,22,310,69,15142,2166,12976,213,0,12763
"92075","Vanves",1502,5375,140,3584,17,105,2841,945,43,388,84,18500,3228,15272,185,63,15024
"92076","Vaucresson",196,1569,36,2653,9,28,392,261,2,108,15,6176,835,5341,72,0,5269
"92077","Ville-d'Avray",368,2348,44,2593,6,39,627,293,11,160,18,7433,837,6596,89,0,6507
"92078","Villeneuve-la-Garenne",662,1924,154,1030,11,51,3009,1054,50,222,75,12429,3872,8557,239,76,8242
"93001","Aubervilliers",1519,3976,266,1583,37,88,7242,2208,189,330,182,27335,9188,18147,335,192,17620
"93005","Aulnay-sous-Bois",2266,6704,665,4326,45,184,10214,4231,147,1073,354,44365,13293,31072,619,244,30209
"93006","Bagnolet",1270,2941,187,1232,17,71,5079,1323,73,242,189,18413,5472,12941,317,0,12624
"93008","Bobigny",1016,3272,257,1117,29,76,6051,1652,86,259,191,22493,7995,14498,308,184,14006
"93010","Bondy",1750,4151,299,1866,35,100,6055,2422,117,576,183,24568,6446,18122,386,182,17554
"93014","Clichy-sous-Bois",674,1452,188,664,16,33,2362,923,41,172,61,11199,4390,6809,155,68,6586
"93015","Coubron",158,550,23,559,3,14,504,729,4,169,20,3370,590,2780,40,7,2733
"93029","Drancy",1412,5137,413,2917,52,144,8092,4670,180,884,266,34898,9989,24909,502,240,24167
"93030","Dugny",294,632,65,254,10,17,1354,626,14,113,47,5028,1468,3560,92,42,3426
"93031","Epinay-sur-Seine",1381,4184,366,2080,31,91,6061,1793,85,415,195,25622,8491,17131,233,216,16682
"93032","Gagny",1126,4235,203,3030,33,127,3930,2786,76,742,143,21326,4453,16873,303,139,16431
"93033","Gournay-sur-Marne",203,1034,23,1068,6,27,675,603,10,237,27,4713,713,4000,68,19,3913
"93039","L'Ile-Saint-Denis",265,562,33,187,8,7,1213,289,28,37,35,3659,934,2725,46,15,2664
"93027","La Courneuve",1032,2031,165,790,21,42,4452,1159,65,180,100,14653,4249,10404,247,120,10037
"93007","Le Blanc-Mesnil",1069,3557,266,1974,35,112,6600,2926,110,552,209,24714,6814,17900,334,156,17410
"93013","Le Bourget",316,1138,71,723,6,23,1325,687,23,150,42,6337,1712,4625,89,32,4504
"93061","Le Pré-Saint-Gervais",867,1783,80,837,16,41,2282,648,67,130,86,9096,2122,6974,99,38,6837
"93062","Le Raincy",421,2169,87,2684,16,39,1120,938,19,266,41,10624,2691,7933,96,37,7800
"93045","Les Lilas",1279,3114,99,2065,15,72,3365,883,67,294,112,14455,2860,11595,171,59,11365
"93057","Les Pavillons-sous-Bois",587,2122,148,1752,20,48,2010,1365,35,392,73,11706,2956,8750,123,75,8552
"93046","Livry-Gargan",1100,4136,263,2973,27,129,4066,3527,78,888,146,22325,4570,17755,311,111,17333
"93047","Montfermeil",554,1795,207,1465,9,54,2545,2023,41,376,93,12713,3307,9406,160,84,9162
"93048","Montreuil",5158,10690,532,3637,78,228,17014,3531,223,768,589,57574,14244,43330,553,329,42448
"93049","Neuilly-Plaisance",736,2726,101,1966,18,72,2204,1384,48,527,69,12446,2390,10056,144,61,9851
"93050","Neuilly-sur-Marne",979,3875,195,1562,18,102,3886,2230,86,558,180,18221,4131,14090,298,121,13671
"93051","Noisy-le-Grand",2290,8232,417,4513,61,182,7312,3650,143,1136,287,36847,7937,28910,475,212,28223
"93053","Noisy-le-Sec",1177,3238,245,1598,34,103,5244,1729,92,412,137,20003,5632,14371,212,150,14009
"93055","Pantin",2206,4777,243,2123,39,89,6977,1598,144,353,178,25229,6072,19157,293,137,18727
"93059","Pierrefitte-sur-Seine",677,1717,118,745,14,46,3041,982,42,161,75,11555,3686,7869,151,100,7618
"93063","Romainville",983,2307,136,1190,24,53,3564,1350,57,267,119,14489,4196,10293,176,67,10050
"93064","Rosny-sous-Bois",1283,4220,226,2755,61,115,4476,2504,77,678,143,23232,6171,17061,523,0,16538
"93066","Saint-Denis",2789,6645,535,2078,73,130,12526,2907,233,527,427,44726,15049,29677,488,319,28870
"93070","Saint-Ouen",1871,4270,235,1602,38,94,6488,1591,126,357,219,24431,7152,17279,279,109,16891
"93071","Sevran",1096,3856,273,1629,31,84,5714,2270,85,451,181,22729,6623,16106,267,169,15670
"93072","Stains",730,2271,215,837,20,42,4214,1497,68,204,122,16424,5768,10656,436,0,10220
"93073","Tremblay-en-France",865,3019,325,1525,26,110,5226,2798,81,569,172,20792,5647,15145,211,218,14716
"93074","Vaujours",160,633,53,416,8,14,691,807,10,129,36,4284,1243,3041,37,47,2957
"93077","Villemomble",842,3113,161,2914,18,84,2610,1884,56,557,125,15486,2831,12655,198,93,12364
"93078","Villepinte",812,3005,276,1512,32,59,4603,1981,86,402,144,19015,5675,13340,279,149,12912
"93079","Villetaneuse",293,834,79,315,8,14,1736,430,23,68,52,5799,1802,3997,94,51,3852
"94001","Ablon-sur-Seine",125,531,27,521,4,22,515,471,14,184,21,3132,639,2493,46,12,2435
"94002","Alfortville",2171,4763,273,2809,37,111,5061,2363,106,721,159,24064,5002,19062,337,151,18574
"94003","Arcueil",912,2520,98,1076,11,47,3087,1047,56,306,95,12554,3076,9478,223,0,9255
"94004","Boissy-Saint-Léger",505,1636,102,936,9,59,1661,934,31,423,55,8330,1789,6541,137,53,6351
"94011","Bonneuil-sur-Marne",398,1229,83,874,9,32,2355,949,36,272,74,8962,2443,6519,134,74,6311
"94015","Bry-sur-Marne",543,2975,100,2696,24,82,1349,1001,22,383,48,11621,2163,9458,235,0,9223
"94016","Cachan",1358,4477,125,1900,15,92,3519,1144,60,415,111,16875,3373,13502,201,85,13216
"94017","Champigny-sur-Marne",2249,7690,396,4328,57,186,10106,4181,164,1242,305,42688,10989,31699,556,239,30904
"94018","Charenton-le-Pont",1199,5138,147,4841,28,99,2692,1216,49,515,82,19819,3538,16281,206,69,16006
"94019","Chennevières-sur-Marne",486,2121,114,1844,14,53,1601,1297,31,405,64,10289,2094,8195,117,48,8030
"94021","Chevilly-Larue",595,2125,126,1168,13,56,2353,1094,43,391,72,10704,2454,8250,154,60,8036
"94022","Choisy-le-Roi",1310,4149,233,2022,26,102,5165,1938,112,702,161,20507,4160,16347,308,119,15920
"94028","Créteil",3045,9241,569,6277,70,243,9491,3623,200,1362,329,45103,9696,35407,677,280,34450
"94033","Fontenay-sous-Bois",2268,7491,266,4350,59,162,7263,2339,106,774,249,32766,6944,25822,358,137,25327
"94034","Fresnes",1006,3426,121,1674,21,68,2837,1225,54,485,119,15275,3963,11312,205,71,11036
"94037","Gentilly",783,1869,109,786,11,42,2756,787,39,204,83,9692,2049,7643,128,46,7469
"94041","Ivry-sur-Seine",2034,5510,277,2252,44,141,8805,2135,128,583,289,27797,5095,22702,351,153,22198
"94042","Joinville-le-Pont",776,3196,95,2496,25,75,1916,927,41,397,57,12402,2179,10223,166,56,10001
"94038","L'Hay-les-Roses",1304,4545,151,2763,19,112,3423,1525,67,587,116,18971,4070,14901,202,87,14612
"94060","La Queue-en-Brie",326,1462,52,982,11,34,1275,1034,25,354,54,7134,1378,5756,119,28,5609
"94043","Le Kremlin-Bicêtre",1201,3227,182,1546,17,67,2925,1041,55,355,105,14610,3662,10948,135,92,10721
"94058","Le Perreux-sur-Marne",1232,5753,173,5358,33,143,2999,1791,59,740,94,23264,4540,18724,279,70,18375
"94059","Le Plessis-Trévise",520,2621,110,2105,15,69,1776,1435,33,524,66,11705,2232,9473,154,45,9274
"94044","Limeil-Brévannes",723,2406,143,1418,17,56,2638,1576,49,709,85,12651,2583,10068,174,74,9820
"94046","Maisons-Alfort",2216,8248,333,6643,46,210,5706,3789,149,1412,225,36178,6544,29634,460,197,28977
"94047","Mandres-les-Roses",138,621,26,542,6,19,395,453,2,325,14,3117,531,2586,32,13,2541
"94048","Marolles-en-Brie",145,847,37,910,3,28,399,418,12,258,10,3807,663,3144,60,17,3067
"94052","Nogent-sur-Marne",1208,6090,165,5637,27,122,2368,1293,27,621,79,22470,4590,17880,170,73,17637
"94053","Noiseau",143,785,36,608,5,20,440,505,11,180,23,3392,584,2808,37,15,2756
"94054","Orly",556,1856,132,764,22,32,2975,1342,117,366,107,11228,2702,8526,175,82,8269
"94055","Ormesson-sur-Marne",214,1477,60,1586,7,34,715,834,14,409,24,6693,1215,5478,68,36,5374
"94056","Périgny-sur-Yerres",101,358,19,309,1,3,233,237,0,186,9,1756,262,1494,28,10,1456
"94065","Rungis",179,1091,21,791,5,22,603,452,8,235,29,4037,514,3523,68,19,3436
"94067","Saint-Mandé",810,3969,77,4983,18,68,1573,691,21,301,46,15525,2809,12716,113,46,12557
"94068","Saint-Maur-des-Fossés",2575,13312,426,14117,81,274,5648,3714,100,1845,254,51367,8299,43068,531,191,42346
"94069","Saint-Maurice",470,2118,57,1921,7,45,1159,630,19,254,41,8303,1452,6851,101,29,6721
"94070","Santeny",82,507,17,797,4,7,248,312,12,163,11,2596,396,2200,34,6,2160
"94071","Sucy-en-Brie",900,4045,171,3573,23,98,2475,1710,41,849,87,16955,2669,14286,231,83,13972
"94073","Thiais",871,3591,166,2548,23,68,2778,1749,74,685,130,16544,3557,12987,218,86,12683
