"","link","name","nb_jlm2012","tx_jlm2012","abstention","exprimés"
"105","077/077099.html","Château-Landon",140,8.85,510,1582
"106","077/077098.html","Châteaubleau",24,11.54,55,208
"107","077/077101.html","Châtenay-sur-Seine",51,9.19,129,555
"108","077/077102.html","Châtenoy",16,17.98,16,89
"109","077/077103.html","Châtillon-la-Borde",20,14.81,27,135
"110","077/077104.html","Châtres",31,7.73,69,401
"111","077/077335.html","Chauconin-Neufmontiers",145,12.8,265,1133
"112","077/077106.html","Chauffry",66,11.68,165,565
"113","077/077107.html","Chaumes-en-Brie",114,7.64,467,1492
"114","077/077108.html","Chelles",2861,12.45,7613,22973
"115","077/077109.html","Chenoise",69,9.6,176,719
"116","077/077110.html","Chenou",17,9.04,44,188
"117","077/077111.html","Chessy",159,8.28,554,1921
"118","077/077112.html","Chevrainvilliers",12,8.05,35,149
"119","077/077113.html","Chevru",62,11.13,108,557
"120","077/077114.html","Chevry-Cossigny",156,7.77,657,2009
"121","077/077115.html","Chevry-en-Sereine",30,9.32,55,322
"122","077/077116.html","Choisy-en-Brie",47,6.01,156,782
"123","077/077117.html","Citry",45,9.72,92,463
"124","077/077118.html","Claye-Souilly",560,9.81,1504,5711
"125","077/077119.html","Clos-Fontaine",7,4.07,35,172
"126","077/077120.html","Cocherel",24,7.67,75,313
"127","077/077121.html","Collégien",225,12.34,422,1824
"128","077/077122.html","Combs-la-Ville",1332,12.11,3869,11001
"129","077/077123.html","Compans",75,17.12,84,438
"130","077/077124.html","Conches-sur-Gondoire",87,8.71,245,999
"131","077/077125.html","Condé-Sainte-Libiaire",87,10.27,157,847
"132","077/077126.html","Congis-sur-Thérouanne",99,10.87,167,911
"133","077/077127.html","Coubert",70,9.5,204,737
"134","077/077128.html","Couilly-Pont-aux-Dames",104,9.47,223,1098
"135","077/077129.html","Coulombs-en-Valois",32,8.89,94,360
"136","077/077130.html","Coulommes",20,8.62,59,232
"137","077/077131.html","Coulommiers",660,10.07,2413,6555
"138","077/077132.html","Coupvray",174,10.3,313,1689
"139","077/077133.html","Courcelles-en-Bassée",5,3.18,19,157
"140","077/077134.html","Courchamp",6,6.67,10,90
"141","077/077135.html","Courpalay",86,11.29,211,762
"142","077/077136.html","Courquetaine",9,8.11,28,111
"143","077/077137.html","Courtacon",10,7.58,32,132
"144","077/077138.html","Courtomer",33,9.38,65,352
"145","077/077139.html","Courtry",370,10.91,1012,3391
"146","077/077140.html","Coutençon",14,8.24,29,170
"147","077/077141.html","Coutevroult",43,9.33,111,461
"148","077/077142.html","Crécy-la-Chapelle",177,7.87,580,2248
"149","077/077143.html","Crégy-lès-Meaux",244,10.78,574,2264
"150","077/077144.html","Crèvecoeur-en-Brie",15,8.29,30,181
"151","077/077145.html","Crisenoy",43,11.41,88,377
"152","077/077146.html","Croissy-Beaubourg",138,10.81,296,1277
"153","077/077148.html","Crouy-sur-Ourcq",114,12.53,208,910
"154","077/077149.html","Cucharmoy",9,6.62,33,136
"155","077/077150.html","Cuisy",23,10.41,54,221
"156","077/077151.html","Dagny",16,7.73,31,207
"157","077/077152.html","Dammarie-les-Lys",1204,14.05,3439,8569
"158","077/077153.html","Dammartin-en-Goële",480,11.35,1107,4229
"159","077/077154.html","Dammartin-sur-Tigeaux",52,10.95,104,475
"160","077/077155.html","Dampmart",153,9.47,517,1616
"161","077/077156.html","Darvault",33,6.82,109,484
"162","077/077157.html","Dhuisy",12,6.78,39,177
"163","077/077158.html","Diant",11,7.33,24,150
"164","077/077159.html","Donnemarie-Dontilly",162,10.64,326,1523
"165","077/077161.html","Dormelles",56,11.13,103,503
"166","077/077162.html","Doue",63,10.75,150,586
"167","077/077163.html","Douy-la-Ramée",17,11.33,33,150
"168","077/077164.html","Echouboulains",38,11.55,50,329
"169","077/077166.html","Ecuelles",180,12.68,302,1419
"170","077/077167.html","Egligny",12,7.59,53,158
"171","077/077168.html","Egreville",126,10.63,333,1185
"172","077/077169.html","Emerainville",478,12.83,989,3727
"173","077/077170.html","Episy",33,10.22,78,323
"174","077/077171.html","Esbly",368,12.2,721,3017
"175","077/077172.html","Esmans",52,9.32,95,558
"176","077/077173.html","Etrépilly",48,10.23,126,469
"177","077/077174.html","Everly",31,9.48,73,327
"178","077/077175.html","Evry-Grégy-sur-Yerre",118,7.99,330,1477
"179","077/077176.html","Faremoutiers",134,10.14,408,1321
"180","077/077177.html","Favières",71,11.4,132,623
"181","077/077178.html","Faÿ-lès-Nemours",45,15.9,44,283
"182","077/077179.html","Féricy",44,11.83,83,372
"183","077/077180.html","Férolles-Attilly",42,6.36,202,660
"184","077/077181.html","Ferrières-en-Brie",120,10.26,201,1170
"185","077/077184.html","Flagy",56,13.49,68,415
"186","077/077185.html","Fleury-en-Bière",18,4.74,60,380
"187","077/077187.html","Fontaine-Fourches",37,10.79,90,343
"188","077/077188.html","Fontaine-le-Port",44,7.36,131,598
"189","077/077186.html","Fontainebleau",561,7.68,2405,7303
"190","077/077190.html","Fontains",7,4.14,29,169
"191","077/077191.html","Fontenailles",69,10.75,134,642
"192","077/077192.html","Fontenay-Trésigny",296,11.37,833,2604
"193","077/077193.html","Forfry",12,8.76,38,137
"194","077/077194.html","Forges",18,8.41,48,214
"195","077/077195.html","Fouju",27,7.87,72,343
"196","077/077196.html","Fresnes-sur-Marne",50,14.88,75,336
"197","077/077197.html","Frétoy",13,15.29,13,85
"198","077/077198.html","Fromont",4,3.13,25,128
"199","077/077199.html","Fublaines",54,8.64,168,625
"200","077/077200.html","Garentreville",11,16.42,15,67
"201","077/077201.html","Gastins",38,8.94,99,425
"202","077/077203.html","Germigny-l'Evêque",63,7.26,223,868
"203","077/077204.html","Germigny-sous-Coulombs",8,7.14,24,112
"204","077/077205.html","Gesvres-le-Chapitre",7,7.37,13,95
"205","077/077206.html","Giremoutiers",8,8.79,19,91
"206","077/077207.html","Gironville",5,5.62,25,89
"207","077/077208.html","Gouaix",77,10.27,223,750
"208","077/077209.html","Gouvernes",54,7.28,148,742
"209","077/077211.html","Grandpuits-Bailly-Carrois",48,8.86,100,542
"210","077/077212.html","Gravon",8,6.78,26,118
"211","077/077214.html","Gressy",32,5.29,131,605
"212","077/077215.html","Gretz-Armainvilliers",403,10.85,1066,3715
"213","077/077216.html","Grez-sur-Loing",69,9.08,153,760
"214","077/077217.html","Grisy-Suisnes",88,7.27,364,1211
"215","077/077218.html","Grisy-sur-Seine",4,5.48,26,73
"216","077/077219.html","Guérard",127,9.72,274,1307
"217","077/077220.html","Guercheville",25,13.09,23,191
"218","077/077221.html","Guermantes",83,10.65,174,779
"219","077/077222.html","Guignes",160,10.49,432,1525
"220","077/077223.html","Gurcy-le-Châtel",32,10.74,60,298
"221","077/077224.html","Hautefeuille",11,10.89,22,101
"222","077/077226.html","Héricy",174,11.2,354,1554
"223","077/077227.html","Hermé",32,9.36,68,342
"224","077/077228.html","Hondevilliers",23,14.11,23,163
"225","077/077230.html","Ichy",15,12.71,29,118
"226","077/077231.html","Isles-les-Meldeuses",44,11.14,74,395
"227","077/077232.html","Isles-lès-Villenoy",60,13.07,111,459
"228","077/077233.html","Iverny",27,9.25,42,292
"229","077/077234.html","Jablines",35,9.94,70,352
"230","077/077235.html","Jaignes",28,15.47,39,181
"231","077/077236.html","Jaulnes",15,6.44,46,233
"232","077/077237.html","Jossigny",23,6.95,91,331
"233","077/077238.html","Jouarre",188,10.01,518,1879
"234","077/077239.html","Jouy-le-Châtel",60,7.99,198,751
"235","077/077240.html","Jouy-sur-Morin",90,7.84,373,1148
"236","077/077241.html","Juilly",98,9.96,221,984
"237","077/077242.html","Jutigny",25,8.71,79,287
"238","077/077054.html","La Brosse-Montceaux",49,12.22,104,401
"239","077/077063.html","La Celle-sur-Morin",84,11.6,142,724
"240","077/077086.html","La Chapelle-Gauthier",79,11.05,147,715
"241","077/077087.html","La Chapelle-Iger",4,4.3,30,93
"242","077/077093.html","La Chapelle-Moutils",18,7.76,69,232
"243","077/077089.html","La Chapelle-Rablais",50,9.78,83,511
"244","077/077090.html","La Chapelle-Saint-Sulpice",14,12.39,15,113
"245","077/077088.html","La Chapelle-la-Reine",108,8.37,392,1291
"246","077/077147.html","La Croix-en-Brie",38,9.74,95,390
"247","077/077182.html","La Ferté-Gaucher",142,7.83,553,1813
"248","077/077183.html","La Ferté-sous-Jouarre",481,11.37,1644,4229
"249","077/077202.html","La Genevraye",30,8.75,100,343
"250","077/077210.html","La Grande-Paroisse",170,12.33,399,1379
"251","077/077225.html","La Haute-Maison",11,7.75,53,142
"252","077/077229.html","La Houssaye-en-Brie",110,12.29,191,895
"253","077/077267.html","La Madeleine-sur-Loing",28,13.08,45,214
"254","077/077389.html","La Rochette",157,9.14,374,1717
"255","077/077467.html","La Tombe",15,10.34,42,145
"256","077/077472.html","La Trétoire",20,8.66,56,231
"257","077/077243.html","Lagny-sur-Marne",1070,11.34,2805,9439
"258","077/077244.html","Larchant",62,12.55,93,494
"259","077/077245.html","Laval-en-Brie",30,10.34,58,290
"260","077/077100.html","Le Châtelet-en-Brie",232,9.25,534,2509
"261","077/077285.html","Le Mée-sur-Seine",1002,12.33,3049,8129
"262","077/077291.html","Le Mesnil-Amelot",36,10.78,103,334
"263","077/077363.html","Le Pin",68,8.71,204,781
"264","077/077365.html","Le Plessis-Feu-Aussoux",28,8.67,57,323
"265","077/077367.html","Le Plessis-Placy",15,9.09,36,165
"266","077/077364.html","Le Plessis-aux-Bois",9,7.69,25,117
"267","077/077366.html","Le Plessis-l'Evêque",11,6.75,22,163
"268","077/077485.html","Le Vaudoué",52,10.12,115,514
"269","077/077246.html","Léchelle",24,7.74,73,310
"270","077/077091.html","Les Chapelles-Bourbon",26,10.97,52,237
"271","077/077165.html","Les Ecrennes",38,9.09,92,418
"272","077/077275.html","Les Marêts",3,3.33,24,90
"273","077/077347.html","Les Ormes-sur-Voulzie",58,11.09,127,523
"274","077/077247.html","Lescherolles",35,12.64,73,277
"275","077/077248.html","Lesches",40,10.5,77,381
"276","077/077249.html","Lésigny",322,7.53,1221,4279
"277","077/077250.html","Leudon-en-Brie",1,0.86,18,116
"278","077/077251.html","Lieusaint",575,13.14,1329,4375
"279","077/077252.html","Limoges-Fourches",14,5.69,51,246
"280","077/077253.html","Lissy",6,5.26,19,114
"281","077/077254.html","Liverdy-en-Brie",73,9.92,154,736
"282","077/077255.html","Livry-sur-Seine",106,9.32,320,1137
"283","077/077256.html","Lizines",7,7.61,23,92
"284","077/077257.html","Lizy-sur-Ourcq",154,10.74,678,1434
"285","077/077258.html","Lognes",799,13.47,2065,5933
"286","077/077259.html","Longperrier",113,10.45,252,1081
"287","077/077260.html","Longueville",111,12.71,234,873
"288","077/077261.html","Lorrez-le-Bocage-Préaux",88,12.5,181,704
"289","077/077262.html","Louan-Villegruis-Fontaine",33,10.71,73,308
"290","077/077263.html","Luisetaines",9,5.92,23,152
"291","077/077264.html","Lumigny-Nesles-Ormeaux",83,9.34,184,889
"292","077/077265.html","Luzancy",59,10.48,142,563
"293","077/077266.html","Machault",36,8.55,116,421
"294","077/077268.html","Magny-le-Hongre",220,8.35,769,2636
"295","077/077269.html","Maincy",119,11.23,233,1060
"296","077/077272.html","Maison-Rouge",36,8.05,75,447
"297","077/077270.html","Maisoncelles-en-Brie",47,9.83,103,478
"298","077/077271.html","Maisoncelles-en-Gâtinais",7,9.59,19,73
"299","077/077273.html","Marchémoret",16,6.53,57,245
"300","077/077274.html","Marcilly",22,9.24,45,238
"301","077/077276.html","Mareuil-lès-Meaux",92,8.06,236,1142
"302","077/077277.html","Marles-en-Brie",76,9.61,183,791
"303","077/077278.html","Marolles-en-Brie",22,8.46,57,260
"304","077/077279.html","Marolles-sur-Seine",86,9.71,162,886
"305","077/077280.html","Mary-sur-Marne",87,12.76,133,682
"306","077/077281.html","Mauperthuis",22,7.83,83,281
"307","077/077282.html","Mauregard",3,1.81,13,166
"308","077/077283.html","May-en-Multien",52,11.21,88,464
"309","077/077284.html","Meaux",2056,10.79,6106,19063
"310","077/077286.html","Meigneux",14,9.21,16,152
"311","077/077287.html","Meilleray",47,14.97,91,314
"312","077/077288.html","Melun",1534,11.58,4932,13250
"313","077/077289.html","Melz-sur-Seine",16,6.58,62,243
"314","077/077290.html","Méry-sur-Marne",45,13.16,94,342
"315","077/077292.html","Messy",54,9.94,135,543
"316","077/077293.html","Misy-sur-Yonne",57,10.88,115,524
"317","077/077294.html","Mitry-Mory",1564,18.75,2761,8341
"318","077/077295.html","Moisenay",71,9.08,173,782
"319","077/077296.html","Moissy-Cramayel",1062,14.45,2591,7348
"320","077/077297.html","Mondreville",15,6.41,51,234
"321","077/077298.html","Mons-en-Montois",63,19.94,45,316
"322","077/077299.html","Montarlot",21,11.67,19,180
"323","077/077300.html","Montceaux-lès-Meaux",32,8.6,86,372
"324","077/077301.html","Montceaux-lès-Provins",21,10.45,36,201
"325","077/077302.html","Montcourt-Fromonville",125,9.81,340,1274
"326","077/077303.html","Montdauphin",9,6.77,37,133
"327","077/077304.html","Montenils",1,3.33,7,30
"328","077/077305.html","Montereau-Fault-Yonne",883,14.24,2531,6201
"329","077/077306.html","Montereau-sur-le-Jard",19,6.25,80,304
"330","077/077307.html","Montévrain",361,10.07,827,3585
"331","077/077308.html","Montgé-en-Goële",44,10.89,132,404
"332","077/077309.html","Monthyon",72,8.29,176,869
"333","077/077311.html","Montigny-Lencoup",89,11.66,131,763
"334","077/077310.html","Montigny-le-Guesdier",22,11.11,39,198
"335","077/077312.html","Montigny-sur-Loing",185,10.66,441,1735
"336","077/077313.html","Montmachoux",14,7.91,24,177
"337","077/077314.html","Montolivet",19,13.48,47,141
"338","077/077315.html","Montry",161,8.99,475,1790
"339","077/077316.html","Moret-sur-Loing",288,11.59,613,2485
"340","077/077317.html","Mormant",234,11.29,634,2073
"341","077/077318.html","Mortcerf",60,8.08,135,743
"342","077/077319.html","Mortery",11,11.34,19,97
"343","077/077320.html","Mouroux",223,8.09,843,2757
"344","077/077321.html","Mousseaux-lès-Bray",34,8.04,113,423
"345","077/077322.html","Moussy-le-Neuf",154,10.22,439,1507
"346","077/077323.html","Moussy-le-Vieux",58,11.05,134,525
"347","077/077325.html","Mouy-sur-Seine",16,6.5,48,246
"348","077/077326.html","Nandy",428,14.16,903,3023
"349","077/077327.html","Nangis",460,12.4,1331,3709
"350","077/077328.html","Nanteau-sur-Essonne",30,10.24,51,293
"351","077/077329.html","Nanteau-sur-Lunain",26,7.65,62,340
"352","077/077330.html","Nanteuil-lès-Meaux",274,9.57,994,2863
"353","077/077331.html","Nanteuil-sur-Marne",42,15.85,36,265
"354","077/077332.html","Nantouillet",10,7.52,51,133
"355","077/077333.html","Nemours",643,12.56,1758,5120
"356","077/077336.html","Neufmoutiers-en-Brie",38,7.39,142,514
"357","077/077337.html","Noisiel",922,14.55,2393,6336
"358","077/077338.html","Noisy-Rudignon",34,9.91,74,343
"359","077/077339.html","Noisy-sur-Ecole",86,6.89,286,1249
"360","077/077340.html","Nonville",60,14.81,60,405
"361","077/077341.html","Noyen-sur-Seine",31,12.35,49,251
"362","077/077342.html","Obsonville",1,1.39,14,72
"363","077/077343.html","Ocquerre",25,12.89,50,194
"364","077/077344.html","Oissery",121,11.14,210,1086
"365","077/077345.html","Orly-sur-Morin",58,15.47,63,375
"366","077/077348.html","Ormesson",15,9.49,32,158
"367","077/077349.html","Othis",525,14.63,935,3588
"368","077/077350.html","Ozoir-la-Ferrière",994,9.83,3481,10114
"369","077/077352.html","Ozouer-le-Voulgis",96,9.97,250,963
"370","077/077353.html","Paley",19,6.35,64,299
"371","077/077354.html","Pamfou",55,11.48,123,479
"372","077/077355.html","Paroy",16,11.35,19,141
"373","077/077356.html","Passy-sur-Seine",8,15.38,5,52
"374","077/077357.html","Pécy",39,8.9,67,438
"375","077/077358.html","Penchard",45,8.47,125,531
"376","077/077359.html","Perthes",92,7.72,304,1191
"377","077/077360.html","Pézarches",30,14.63,55,205
"378","077/077361.html","Pierre-Levée",25,9.8,49,255
"379","077/077368.html","Poigny",19,6.93,56,274
"380","077/077369.html","Poincy",19,4.14,68,459
"381","077/077370.html","Poligny",58,11.55,135,502
"382","077/077371.html","Pommeuse",158,10.64,446,1485
"383","077/077372.html","Pomponne",190,10.8,479,1759
"384","077/077373.html","Pontault-Combault",1810,11.47,4949,15779
"385","077/077374.html","Pontcarré",136,12.5,291,1088
"386","077/077376.html","Précy-sur-Marne",26,6.9,114,377
"387","077/077377.html","Presles-en-Brie",117,10.19,273,1148
"388","077/077378.html","Pringy",115,7.8,361,1474
"389","077/077379.html","Provins",460,9.65,1903,4766
"390","077/077380.html","Puisieux",19,10.73,34,177
"391","077/077381.html","Quiers",30,8.5,72,353
"392","077/077382.html","Quincy-Voisins",363,12.72,760,2853
"393","077/077383.html","Rampillon",48,10.04,83,478
"394","077/077384.html","Réau",52,10.22,128,509
"395","077/077385.html","Rebais",92,8.96,289,1027
"396","077/077386.html","Recloses",26,5.88,109,442
"397","077/077387.html","Remauville",29,10.21,46,284
"398","077/077388.html","Reuil-en-Brie",67,15.62,97,429
"399","077/077390.html","Roissy-en-Brie",1297,12.99,2809,9984
"400","077/077391.html","Rouilly",30,10.79,69,278
"401","077/077392.html","Rouvres",30,8.96,70,335
"402","077/077393.html","Rozay-en-Brie",135,9.72,408,1389
"403","077/077394.html","Rubelles",88,7.82,201,1126
"404","077/077395.html","Rumont",7,8.64,15,81
"405","077/077396.html","Rupéreux",4,6.45,10,62
"406","077/077397.html","Saâcy-sur-Marne",95,9.76,214,973
"407","077/077398.html","Sablonnières",43,10.91,108,394
"408","077/077399.html","Saint-Ange-le-Viel",11,7.97,33,138
"409","077/077400.html","Saint-Augustin",82,7.64,218,1073
"410","077/077402.html","Saint-Barthélemy",16,7.17,35,223
"411","077/077403.html","Saint-Brice",30,6.86,110,437
"412","077/077405.html","Saint-Cyr-sur-Morin",118,11.32,287,1042
"413","077/077406.html","Saint-Denis-lès-Rebais",53,9.46,93,560
"414","077/077407.html","Saint-Fargeau-Ponthierry",610,9.44,1796,6459
"415","077/077408.html","Saint-Fiacre",25,10.92,43,229
"416","077/077409.html","Saint-Germain-Laval",160,10.51,370,1523
"417","077/077410.html","Saint-Germain-Laxis",18,5.07,71,355
"418","077/077411.html","Saint-Germain-sous-Doue",23,8.95,65,257
"419","077/077412.html","Saint-Germain-sur-Ecole",22,9.02,45,244
"420","077/077413.html","Saint-Germain-sur-Morin",211,11.55,518,1827
"421","077/077414.html","Saint-Hilliers",21,7.19,56,292
"422","077/077415.html","Saint-Jean-les-Deux-Jumeaux",65,10.08,174,645
"423","077/077416.html","Saint-Just-en-Brie",14,9.86,29,142
"424","077/077417.html","Saint-Léger",20,16.26,26,123
"425","077/077418.html","Saint-Loup-de-Naud",59,11.41,92,517
"426","077/077419.html","Saint-Mammès",228,12.75,483,1788
"427","077/077420.html","Saint-Mard",232,11.06,610,2097
"428","077/077421.html","Saint-Mars-Vieux-Maisons",12,6.74,46,178
"429","077/077423.html","Saint-Martin-des-Champs",32,7.8,98,410
"430","077/077424.html","Saint-Martin-du-Boschet",14,8.92,31,157
"431","077/077425.html","Saint-Martin-en-Bière",33,6.47,106,510
"432","077/077426.html","Saint-Méry",23,9.79,41,235
"433","077/077427.html","Saint-Mesmes",32,10.7,57,299
"434","077/077428.html","Saint-Ouen-en-Brie",59,11.01,127,536
"435","077/077429.html","Saint-Ouen-sur-Morin",28,7.95,48,352
"436","077/077430.html","Saint-Pathus",304,9.74,716,3120
"437","077/077431.html","Saint-Pierre-lès-Nemours",367,11.65,804,3149
"438","077/077432.html","Saint-Rémy-la-Vanne",55,9.11,143,604
"439","077/077434.html","Saint-Sauveur-lès-Bray",13,5.96,48,218
"440","077/077435.html","Saint-Sauveur-sur-Ecole",74,10.59,130,699
"441","077/077436.html","Saint-Siméon",49,9.8,124,500
"442","077/077437.html","Saint-Soupplets",182,10.9,411,1669
"443","077/077438.html","Saint-Thibault-des-Vignes",396,12.21,970,3244
"444","077/077401.html","Sainte-Aulde",40,9.83,75,407
"445","077/077404.html","Sainte-Colombe",96,9.44,229,1017
"446","077/077433.html","Saints",81,10.55,180,768
"447","077/077439.html","Salins",54,9.11,157,593
"448","077/077440.html","Sammeron",64,11.37,126,563
"449","077/077441.html","Samois-sur-Seine",125,9.69,297,1290
"450","077/077442.html","Samoreau",157,10.85,306,1447
"451","077/077443.html","Sancy",23,10.27,49,224
"452","077/077444.html","Sancy-lès-Provins",19,9,32,211
"453","077/077445.html","Savigny-le-Temple",1607,13.88,4287,11574
"454","077/077446.html","Savins",54,15.65,57,345
"455","077/077447.html","Seine-Port",109,9.04,288,1206
"456","077/077448.html","Sept-Sorts",18,7,51,257
"457","077/077449.html","Serris",322,10.9,1054,2953
"458","077/077450.html","Servon",183,9.91,484,1847
"459","077/077451.html","Signy-Signets",27,7.52,71,359
"460","077/077452.html","Sigy",5,9.62,5,52
"461","077/077453.html","Sivry-Courtry",62,9.31,109,666
"462","077/077454.html","Sognolles-en-Montois",28,11.52,58,243
"463","077/077455.html","Soignolles-en-Brie",117,10.03,263,1166
"464","077/077456.html","Soisy-Bouy",46,9.77,98,471
"465","077/077457.html","Solers",94,13.58,176,692
"466","077/077458.html","Souppes-sur-Loing",284,11.09,903,2562
"467","077/077459.html","Sourdun",66,9.68,123,682
"468","077/077460.html","Tancrou",23,11.06,29,208
